-5.22750e-01  1.48773e+00
-4.95383e-01  1.67967e+00
-4.77007e-01  1.55983e+00
-4.56373e-01  1.66673e+00
-4.49848e-01  1.80104e+00
-4.16917e-01  1.65485e+00
-3.91095e-01  1.93937e+00
-3.77735e-01  2.03296e+00
-3.54341e-01  1.89161e+00
-3.49937e-01  1.98999e+00
-3.14061e-01  2.09480e+00
-2.97164e-01  1.98476e+00
-2.86430e-01  2.00280e+00
-2.59412e-01  2.22010e+00
-2.45625e-01  2.39637e+00
-2.19039e-01  2.23237e+00
-2.08835e-01  2.49078e+00
-1.78248e-01  2.57049e+00
-1.61678e-01  2.43743e+00
-1.46271e-01  2.64796e+00
-1.28722e-01  2.72709e+00
-1.08504e-01  2.78584e+00
-8.37993e-02  2.66225e+00
-5.11183e-02  2.96765e+00
-3.03855e-02  2.83182e+00
-1.88977e-02  3.00900e+00
9.77051e-03  2.97467e+00
2.38312e-02  3.05092e+00
3.48332e-02  3.06553e+00
6.61963e-02  3.24693e+00
8.86902e-02  3.13309e+00
9.25761e-02  3.38481e+00
1.23737e-01  3.41819e+00
1.35945e-01  3.29574e+00
1.62944e-01  3.32407e+00
1.79275e-01  3.64993e+00
2.08456e-01  3.46333e+00
2.14834e-01  3.49685e+00
2.43203e-01  3.56730e+00
2.56646e-01  3.72402e+00
2.79535e-01  3.67189e+00
2.99375e-01  3.91634e+00
3.24119e-01  3.99923e+00
3.34799e-01  4.08927e+00
3.64344e-01  4.08552e+00
3.87304e-01  4.15660e+00
3.98220e-01  4.15114e+00
4.18496e-01  4.31200e+00
4.49086e-01  4.30976e+00
4.67628e-01  4.37348e+00
4.83972e-01  4.30692e+00
4.96108e-01  4.24284e+00
5.26587e-01  4.49346e+00
5.49412e-01  4.43980e+00
5.56002e-01  4.47387e+00
5.89961e-01  4.65811e+00
5.98815e-01  4.71226e+00
6.10125e-01  4.63633e+00
6.35838e-01  4.67099e+00
6.63838e-01  4.52711e+00
6.79857e-01  4.56824e+00
6.91670e-01  4.73765e+00
7.13916e-01  4.61887e+00
7.49552e-01  4.79657e+00
7.57324e-01  4.66360e+00
7.72789e-01  4.68529e+00
7.90295e-01  4.77504e+00
8.22813e-01  4.82774e+00
8.44754e-01  4.78133e+00
8.50535e-01  5.03519e+00
8.72043e-01  4.94947e+00
9.07867e-01  5.05068e+00
9.25278e-01  4.98567e+00
9.41653e-01  5.08930e+00
9.63709e-01  4.85205e+00
9.89343e-01  5.09221e+00
1.00101e+00  4.97274e+00
1.02554e+00  5.08823e+00
1.04221e+00  4.89254e+00
1.06977e+00  4.98946e+00
1.07097e+00  4.91941e+00
1.10971e+00  4.94256e+00
1.11409e+00  5.02253e+00
1.14825e+00  5.02605e+00
1.16331e+00  4.84883e+00
1.17925e+00  4.83162e+00
1.19097e+00  4.95666e+00
1.21921e+00  4.85893e+00
1.24600e+00  4.73914e+00
1.25579e+00  4.81014e+00
1.28390e+00  4.83923e+00
1.29519e+00  4.70954e+00
1.32426e+00  4.59276e+00
1.34441e+00  4.54559e+00
1.36467e+00  4.51268e+00
1.38245e+00  4.45851e+00
1.40980e+00  4.46642e+00
1.41305e+00  4.58078e+00
1.43407e+00  4.63003e+00
1.46639e+00  4.55207e+00
1.47117e+00  4.29365e+00
1.50077e+00  4.35747e+00
1.51380e+00  4.41834e+00
1.54199e+00  4.29067e+00
1.55585e+00  4.13543e+00
1.57183e+00  4.30312e+00
1.60014e+00  4.17952e+00
1.62768e+00  3.96061e+00
1.64231e+00  4.08000e+00
1.65093e+00  4.12143e+00
1.68904e+00  3.76494e+00
1.69338e+00  3.98158e+00
1.72653e+00  3.82412e+00
1.74223e+00  3.75035e+00
1.76695e+00  3.58274e+00
1.77228e+00  3.68901e+00
1.80298e+00  3.48356e+00
1.81230e+00  3.68912e+00
1.83947e+00  3.32816e+00
1.86366e+00  3.28700e+00
1.87267e+00  3.22077e+00
1.89928e+00  3.36183e+00
1.91143e+00  3.25580e+00
1.94162e+00  3.21210e+00
1.96132e+00  3.23268e+00
1.97511e+00  3.12084e+00
1.99477e+00  2.94569e+00
2.01032e+00  2.81571e+00
2.03769e+00  3.00631e+00
2.06515e+00  2.68888e+00
2.08150e+00  2.81893e+00
2.09816e+00  2.53599e+00
2.11391e+00  2.71048e+00
2.14024e+00  2.64094e+00
2.16427e+00  2.48124e+00
2.18735e+00  2.40259e+00
2.20484e+00  2.27184e+00
2.22990e+00  2.36041e+00
2.24733e+00  2.32098e+00
2.25972e+00  2.28935e+00
2.28807e+00  2.11576e+00
2.29041e+00  2.21004e+00
2.32274e+00  1.98505e+00
2.34888e+00  2.02048e+00
2.35082e+00  1.96696e+00
2.37571e+00  1.88914e+00
2.40355e+00  1.76074e+00
2.42172e+00  1.86205e+00
2.43130e+00  1.81315e+00
2.46758e+00  1.52535e+00
2.47976e+00  1.70254e+00
2.50783e+00  1.66587e+00
2.52525e+00  1.53866e+00
2.54311e+00  1.42980e+00
2.56943e+00  1.50473e+00
2.57342e+00  1.42910e+00
2.59272e+00  1.29981e+00
2.62510e+00  1.33727e+00
2.63626e+00  1.13397e+00
2.65927e+00  1.13506e+00
2.67679e+00  1.20551e+00
2.69019e+00  1.23966e+00
2.71668e+00  1.12554e+00
2.73494e+00  1.16374e+00
2.76988e+00  1.12477e+00
2.78811e+00  1.07472e+00
2.79700e+00  1.08605e+00
2.81556e+00  8.02487e-01
2.83186e+00  9.09614e-01
2.85481e+00  7.57607e-01
2.88803e+00  6.96306e-01
2.89648e+00  8.09283e-01
2.92145e+00  6.41559e-01
2.93370e+00  7.69639e-01
2.96476e+00  7.66435e-01
2.97224e+00  6.62018e-01
2.99768e+00  7.16862e-01
